I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcublas.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcudnn.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcufft.so locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:128] successfully opened CUDA library libcurand.so locally
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: TITAN Xp
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:02:00.0
Total memory: 11.91GiB
Free memory: 8.88GiB
W tensorflow/stream_executor/cuda/cuda_driver.cc:590] creating context when one is currently active; existing: 0x36cfe70
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 1 with properties: 
name: TITAN Xp
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:03:00.0
Total memory: 11.91GiB
Free memory: 9.88GiB
W tensorflow/stream_executor/cuda/cuda_driver.cc:590] creating context when one is currently active; existing: 0x36d4160
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 2 with properties: 
name: TITAN Xp
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:82:00.0
Total memory: 11.91GiB
Free memory: 9.88GiB
W tensorflow/stream_executor/cuda/cuda_driver.cc:590] creating context when one is currently active; existing: 0x36d8450
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 3 with properties: 
name: TITAN Xp
major: 6 minor: 1 memoryClockRate (GHz) 1.582
pciBusID 0000:83:00.0
Total memory: 11.91GiB
Free memory: 9.88GiB
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 0 and 2
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 0 and 3
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 1 and 2
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 1 and 3
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 2 and 0
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 2 and 1
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 3 and 0
I tensorflow/core/common_runtime/gpu/gpu_device.cc:777] Peer access not supported between device ordinals 3 and 1
I tensorflow/core/common_runtime/gpu/gpu_device.cc:906] DMA: 0 1 2 3 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 0:   Y Y N N 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 1:   Y Y N N 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 2:   N N Y Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:916] 3:   N N Y Y 
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:0) -> (device: 0, name: TITAN Xp, pci bus id: 0000:02:00.0)
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:1) -> (device: 1, name: TITAN Xp, pci bus id: 0000:03:00.0)
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:2) -> (device: 2, name: TITAN Xp, pci bus id: 0000:82:00.0)
I tensorflow/core/common_runtime/gpu/gpu_device.cc:975] Creating TensorFlow device (/gpu:3) -> (device: 3, name: TITAN Xp, pci bus id: 0000:83:00.0)
/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/gradients_impl.py:91: UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. This may consume a large amount of memory.
  "Converting sparse IndexedSlices to a dense Tensor of unknown shape. "
Training with hyperparameters: alpha=0, lambda=0.0001
Training data: data/TWINS/noisy_100_twins_1-10.train.npz
Test data:     data/TWINS/noisy_100_twins_1-10.test.npz
Loaded data with shape [4868,140]
Defining graph...

Training on experiment 1/10...
0	Obj: 0.142,	F: 0.409,	Cf: 0.396,	Imb: 0.00038,	Val: 0.415,	ValImb: 0.00047,	ValObj: 0.16
100	Obj: 0.103,	F: 0.353,	Cf: 0.357,	Imb: 1.5e-05,	Val: 0.375,	ValImb: 2.5e-05,	ValObj: 0.14
200	Obj: 0.091,	F: 0.337,	Cf: 0.350,	Imb: 2.6e-06,	Val: 0.373,	ValImb: 5.4e-06,	ValObj: 0.13
300	Obj: 0.080,	F: 0.318,	Cf: 0.338,	Imb: 1.1e-06,	Val: 0.366,	ValImb: 5.9e-07,	ValObj: 0.13
400	Obj: 0.072,	F: 0.301,	Cf: 0.340,	Imb: 9e-07,	Val: 0.359,	ValImb: 8.1e-08,	ValObj: 0.13
500	Obj: 0.070,	F: 0.297,	Cf: 0.338,	Imb: 6.6e-07,	Val: 0.356,	ValImb: -1.5e-07,	ValObj: 0.13
600	Obj: 0.069,	F: 0.295,	Cf: 0.329,	Imb: 4.9e-07,	Val: 0.355,	ValImb: 2.6e-07,	ValObj: 0.12
700	Obj: 0.068,	F: 0.289,	Cf: 0.346,	Imb: -4.5e-07,	Val: 0.355,	ValImb: 8.4e-08,	ValObj: 0.13
800	Obj: 0.064,	F: 0.284,	Cf: 0.334,	Imb: -3.3e-07,	Val: 0.352,	ValImb: 7.8e-07,	ValObj: 0.12
900	Obj: 0.065,	F: 0.286,	Cf: 0.337,	Imb: 4.1e-07,	Val: 0.351,	ValImb: 1e-06,	ValObj: 0.12
1000	Obj: 0.060,	F: 0.278,	Cf: 0.336,	Imb: -1.6e-07,	Val: 0.353,	ValImb: 5.8e-07,	ValObj: 0.12
1100	Obj: 0.065,	F: 0.288,	Cf: 0.342,	Imb: -2.4e-07,	Val: 0.363,	ValImb: 1.1e-06,	ValObj: 0.13
1200	Obj: 0.058,	F: 0.274,	Cf: 0.338,	Imb: -1.8e-07,	Val: 0.356,	ValImb: 2.9e-07,	ValObj: 0.12
1300	Obj: 0.056,	F: 0.270,	Cf: 0.344,	Imb: -1.4e-07,	Val: 0.359,	ValImb: 4.2e-07,	ValObj: 0.13
1400	Obj: 0.056,	F: 0.268,	Cf: 0.333,	Imb: 1.5e-08,	Val: 0.357,	ValImb: 3.8e-07,	ValObj: 0.13
1500	Obj: 0.052,	F: 0.262,	Cf: 0.338,	Imb: 2.4e-07,	Val: 0.358,	ValImb: 3e-07,	ValObj: 0.13
1600	Obj: 0.053,	F: 0.262,	Cf: 0.349,	Imb: 6.3e-08,	Val: 0.366,	ValImb: -1.8e-07,	ValObj: 0.13
1700	Obj: 0.050,	F: 0.258,	Cf: 0.345,	Imb: 1.8e-07,	Val: 0.366,	ValImb: 1.7e-07,	ValObj: 0.13
1800	Obj: 0.047,	F: 0.250,	Cf: 0.347,	Imb: 3.4e-07,	Val: 0.363,	ValImb: -1.1e-07,	ValObj: 0.13
1900	Obj: 0.046,	F: 0.248,	Cf: 0.343,	Imb: 3.4e-07,	Val: 0.366,	ValImb: 2.7e-09,	ValObj: 0.13
2000	Obj: 0.044,	F: 0.243,	Cf: 0.348,	Imb: 2.6e-07,	Val: 0.367,	ValImb: 2.1e-07,	ValObj: 0.13
2100	Obj: 0.042,	F: 0.238,	Cf: 0.344,	Imb: 2.7e-07,	Val: 0.366,	ValImb: -1.5e-08,	ValObj: 0.13
2200	Obj: 0.040,	F: 0.233,	Cf: 0.346,	Imb: 1.2e-07,	Val: 0.373,	ValImb: 6.4e-07,	ValObj: 0.14
2300	Obj: 0.040,	F: 0.231,	Cf: 0.346,	Imb: 6.6e-08,	Val: 0.377,	ValImb: 7.9e-07,	ValObj: 0.14
2400	Obj: 0.040,	F: 0.234,	Cf: 0.349,	Imb: -6.3e-09,	Val: 0.380,	ValImb: 1.9e-07,	ValObj: 0.14
2500	Obj: 0.038,	F: 0.224,	Cf: 0.350,	Imb: -2.9e-08,	Val: 0.380,	ValImb: 2e-07,	ValObj: 0.14
2600	Obj: 0.035,	F: 0.216,	Cf: 0.344,	Imb: -7.7e-08,	Val: 0.376,	ValImb: 5.3e-07,	ValObj: 0.14
2700	Obj: 0.035,	F: 0.215,	Cf: 0.345,	Imb: -5.9e-08,	Val: 0.379,	ValImb: 7.4e-07,	ValObj: 0.14
2800	Obj: 0.033,	F: 0.209,	Cf: 0.343,	Imb: -6.8e-08,	Val: 0.378,	ValImb: 3.9e-07,	ValObj: 0.14
2900	Obj: 0.032,	F: 0.206,	Cf: 0.348,	Imb: -4.5e-08,	Val: 0.385,	ValImb: 3.3e-07,	ValObj: 0.14
2999	Obj: 0.031,	F: 0.201,	Cf: 0.350,	Imb: -3.4e-08,	Val: 0.385,	ValImb: 2.9e-07,	ValObj: 0.15
Saving result to results/noisy_100_twins/results_20190520_062303-068297/...

Training on experiment 2/10...
0	Obj: 0.159,	F: 0.420,	Cf: 0.388,	Imb: 0.00094,	Val: 0.419,	ValImb: 0.00079,	ValObj: 0.15
100	Obj: 0.116,	F: 0.364,	Cf: 0.349,	Imb: 0.0011,	Val: 0.378,	ValImb: 0.00094,	ValObj: 0.13
200	Obj: 0.102,	F: 0.354,	Cf: 0.347,	Imb: 6.1e-06,	Val: 0.385,	ValImb: 5.4e-06,	ValObj: 0.13
